"rank","net_worth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","gender","title","state","residenceStateRegion","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country","gdp_country_numeric","log_net_worth","log_cpi_country","log_cpi_change_country","log_gross_primary_education_enrollment_country","exp_life_expectancy_country","exp_latitude_country"
787,3600,"Finance & Investments","Alan Howard",59,"Switzerland","Geneva","Hedge funds","Finance & Investments","United Kingdom","Brevan Howard Asset Management",TRUE,"M","Founder","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,8.1886891244442,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
787,3600,"Automotive","Huang Yi",61,"China","Beijing","Car dealerships","Automotive","Hong Kong","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1886891244442,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
787,3600,"Finance & Investments","Peter Kellogg",80,"United States","Short Hills","Investments","Finance & Investments","United States","",FALSE,"M","","New Jersey","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1886891244442,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
787,3600,"Finance & Investments","Vyacheslav Kim",53,"Kazakhstan","Almaty","Fintech","Finance & Investments","Kazakhstan","",TRUE,"M","","","",182.75,5.2,"$180,161,741,180 ",61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,180161741180,8.1886891244442,5.20811909862989,2.09186406167839,4.64822967544854,1.88157091951192,2.3744701208077
787,3600,"Finance & Investments","Josh Kushner",37,"United States","New York City","Venture capital","Finance & Investments","United States","Thrive Capital",TRUE,"M","Managing Partner","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1886891244442,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
787,3600,"Real Estate","Samuel Tak Lee",83,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,8.1886891244442,,,,,
787,3600,"Real Estate","Edwin Leong",71,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",TRUE,"M","","","",,,"",,,,,,,,,,8.1886891244442,,,,,
787,3600,"Finance & Investments","Stephen Mandel, Jr.",67,"United States","Greenwich","Hedge funds","Finance & Investments","United States","Lone Pine Capital",TRUE,"M","Founder","Connecticut","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1886891244442,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
787,3600,"Diversified","Mohamed Mansour",75,"United Kingdom","London","Diversified","Diversified","Egypt","",TRUE,"M","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,8.1886891244442,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
787,3600,"Fashion & Retail","Masahiro Miki",67,"Japan","Tokyo","Shoes","Fashion & Retail","Japan","",TRUE,"M","","","",105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,5081769542380,8.1886891244442,4.65852136148509,1.22377543162212,4.59309760475382,2.71828182845905,2.11672992888406
787,3600,"Technology","Masahiro Noda",84,"Japan","Tokyo","Software","Technology","Japan","",TRUE,"M","","","",105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,5081769542380,8.1886891244442,4.65852136148509,1.22377543162212,4.59309760475382,2.71828182845905,2.11672992888406
787,3600,"Technology","Cliff Obrecht",37,"Australia","Sydney","Software","Technology","Australia","",TRUE,"M","","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,8.1886891244442,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
787,3600,"Technology","Melanie Perkins",35,"Australia","Sydney","Software","Technology","Australia","Canva",TRUE,"F","Cofounder & CEO","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,8.1886891244442,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
787,3600,"Finance & Investments","J.B. Pritzker",58,"United States","Springfield","Hotels, investments","Finance & Investments","United States","",FALSE,"M","","Illinois","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1886891244442,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
787,3600,"Fashion & Retail","Juan Roig",73,"Spain","Valencia","Supermarkets","Fashion & Retail","Spain","",FALSE,"M","","","",110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,1394116310769,8.1886891244442,4.70916977600658,1.28093384546206,4.63181211693451,2.6376797959302,2.20624264256544
787,3600,"Real Estate","Jerry Speyer & family",82,"United States","New York","Real estate","Real Estate","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1886891244442,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
787,3600,"Fashion & Retail","Lawrence Stroll",63,"Switzerland","Geneva","Fashion investments","Fashion & Retail","Canada","",TRUE,"M","","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,8.1886891244442,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
787,3600,"Logistics","Tung Chee Chen",80,"Hong Kong","Hong Kong","Shipping","Logistics","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,8.1886891244442,,,,,
787,3600,"Food & Beverage","Wang Junlin",60,"China","Chengdu","Liquor","Food & Beverage","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1886891244442,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
787,3600,"Automotive","Xia Zuoquan",61,"China","Shenzhen","Automobiles, batteries","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1886891244442,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
787,3600,"Technology","Zeng Fangqin",57,"China","Shenzhen","Smartphone components","Technology","China","",TRUE,"F","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1886891244442,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
787,3600,"Manufacturing","Zhang Jian",54,"China","Tianjin","Electric bikes, scooters","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1886891244442,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Fashion & Retail","Rocco Basilico",33,"United States","Los Angeles","Eyeglasses","Fashion & Retail","Italy","",FALSE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Healthcare","Maurizio Billi",65,"Brazil","Sao Paulo","Generic drugs","Healthcare","Brazil","",FALSE,"M","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,8.1605182474775,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
818,3500,"Finance & Investments","Fashu Chen",62,"China","Fuzhou","Investments","Finance & Investments","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1605182474775,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Manufacturing","Giuseppe Crippa & family",87,"Italy","Cernusco Lombardone","Microchip testing","Manufacturing","Italy","",TRUE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Finance & Investments","Daniel D'Aniello",76,"United States","Vienna","Private equity","Finance & Investments","United States","",TRUE,"M","","Virginia","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Fashion & Retail","Claudio Del Vecchio",66,"United States","Muttontown","Eyeglasses","Fashion & Retail","Italy","",FALSE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Fashion & Retail","Clemente Del Vecchio",18,"Italy","Milan","Eyeglases","Fashion & Retail","Italy","",FALSE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Fashion & Retail","Leonardo Maria Del Vecchio",27,"Italy","Milan","Eyeglasses","Fashion & Retail","Italy","",FALSE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Fashion & Retail","Luca Del Vecchio",21,"Italy","Milan","Eyeglasses","Fashion & Retail","Italy","",FALSE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Fashion & Retail","Marisa Del Vecchio",64,"Italy","Rome","Eyeglasses","Fashion & Retail","Italy","",FALSE,"F","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Fashion & Retail","Paola Del Vecchio",61,"Luxembourg","Luxembourg","Eyeglasses","Fashion & Retail","Italy","",FALSE,"F","","","",115.09,1.7,"$71,104,919,108 ",19.2,102.3,82.1,26.5,20.4,645397,49.815273,6.129583,71104919108,8.1605182474775,4.7457144309804,1.52605630349505,4.62790967295758,2.53391588371706,2.41630137586334
818,3500,"Finance & Investments","Walter P.J. Droege",70,"Germany","Dusseldorf","Investing","Finance & Investments","Germany","",TRUE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,8.1605182474775,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
818,3500,"Fashion & Retail","Fan Daidi",57,"China","Xian","Skincare","Fashion & Retail","China","",TRUE,"F","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1605182474775,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Technology","Peter Gassner",58,"United States","Pleasanton","Software","Technology","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Energy","Mikhail Gutseriev",65,"Russia","Moscow","Oil, coal, real estate","Energy","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,8.1605182474775,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
818,3500,"Manufacturing","Patrick Lee",81,"Hong Kong","Hong Kong","Paper","Manufacturing","Hong Kong","",TRUE,"M","","","",,,"",,,,,,,,,,8.1605182474775,,,,,
818,3500,"Food & Beverage","Leng Youbin",54,"China","Beijing","Infant formula","Food & Beverage","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1605182474775,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Finance & Investments","Daniel Loeb",61,"United States","New York","Hedge funds","Finance & Investments","United States","Third Point",TRUE,"M","Investor","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Food & Beverage","Margarita Louis-Dreyfus & family",60,"Switzerland","Davos","Commodities","Food & Beverage","Switzerland","Louis Dreyfus SAS",FALSE,"F","President","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,8.1605182474775,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
818,3500,"Healthcare","Prasert Prasarttong-Osoth",90,"Thailand","Bangkok","Hospitals","Healthcare","Thailand","",TRUE,"M","","","",113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,543649976166,8.1605182474775,4.72977434921262,1.28093384546206,4.60316818331742,2.12942681551352,1.73691509179589
818,3500,"Finance & Investments","Ira Rennert",88,"United States","New York","Investments","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Fashion & Retail","Dirk Rossmann & family",76,"Germany","Lower-Saxony","Drugstores","Fashion & Retail","Germany","",TRUE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,8.1605182474775,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
818,3500,"Construction & Engineering","Arkady Rotenberg",71,"Russia","Moscow","Construction, pipes, banking","Construction & Engineering","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,8.1605182474775,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
818,3500,"Fashion & Retail","Remo Ruffini",61,"Italy","Como","Winter jackets","Fashion & Retail","Italy","",TRUE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,8.1605182474775,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
818,3500,"Healthcare","Karin Sartorius-Herbst",,"Germany","Northeim","Biopharmaceuticals","Healthcare","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,8.1605182474775,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
818,3500,"Automotive","Vivek Chaand Sehgal",66,"India","Delhi","Auto parts","Automotive","Australia","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,8.1605182474775,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
818,3500,"Finance & Investments","Scott Shleifer",45,"United States","New York","Private equity","Finance & Investments","United States","Tiger Global Management",TRUE,"M","Investor","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Technology","Thomas Siebel",70,"United States","Woodside","Business software","Technology","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Manufacturing","Wim van der Leegte & family",75,"Netherlands","Eindhoven","Manufacturing","Manufacturing","Netherlands","",FALSE,"M","","","",115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,909070395161,8.1605182474775,4.75281402790065,1.70474809223843,4.64631212931927,2.50861909770115,2.47137584696942
818,3500,"Diversified","Xiao Yongming & family",58,"China","Beijing","Fertilizer","Diversified","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1605182474775,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Technology","Michael Xie",54,"United States","Los Altos Hills","Cybersecurity","Technology","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.1605182474775,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
818,3500,"Logistics","Yang Shaopeng",65,"China","Qingdao","Shipping","Logistics","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,8.1605182474775,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
818,3500,"Fashion & Retail","Nicoletta Zampillo",65,"Monaco","Monaco","Eyeglasses","Fashion & Retail","Italy","",FALSE,"F","","","",,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158,7184844193,8.1605182474775,,,,,2.2776377140254
818,3500,"Manufacturing","Barry Zekelman",56,"Canada","Windsor","Steel","Manufacturing","Canada","",FALSE,"M","","","",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,8.1605182474775,4.76012054598591,1.56861591791385,4.61412992735956,2.51702317393374,2.56935306832805
852,3400,"Finance & Investments","William Ackman",56,"United States","New York","Hedge funds","Finance & Investments","United States","Pershing Square Capital Management, L.P.",TRUE,"M","Founder, CEO","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,8.13153071060425,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
