"rank","net_worth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","gender","title","state","residenceStateRegion","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country","gdp_country_numeric","log_net_worth","log_cpi_country","log_cpi_change_country","log_gross_primary_education_enrollment_country","exp_life_expectancy_country","exp_latitude_country"
2259,1200,"Finance & Investments","David Kaplan",55,"United States","Los Angeles","Finance","Finance & Investments","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Fashion & Retail","Kim Kardashian",42,"United States","Hidden Hills","Shapewear, cosmetics, reality TV","Fashion & Retail","United States","",TRUE,"F","Personality","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Manufacturing","Ke Guihua",57,"China","Shanghai","Auto parts","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Healthcare","Ke Yunfeng & family",56,"China","Guangzhou","Retailing","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Real Estate","Alexander Klyachin",55,"Russia","Moscow","Real estate","Real Estate","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.09007683577609,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
2259,1200,"Manufacturing","Christine Knauf",,"Germany","Berlin","Building materials","Manufacturing","Germany","",FALSE,"F","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.09007683577609,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
2259,1200,"Manufacturing","Karl Knauf",,"Germany","Iphofen","Building materials","Manufacturing","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.09007683577609,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
2259,1200,"Automotive","Suresh Krishna",86,"India","Chennai","Auto parts","Automotive","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.09007683577609,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
2259,1200,"Media & Entertainment","Guy Laliberté",63,"Canada","Montreal","Cirque du Soleil","Media & Entertainment","Canada","Cirque du Soleil",TRUE,"M","Cofounder and CEO","","",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,7.09007683577609,4.76012054598591,1.56861591791385,4.61412992735956,2.51702317393374,2.56935306832805
2259,1200,"Technology","Lee Su-jin",45,"South Korea","","Hospitality","Technology","South Korea","",TRUE,"M","","","",115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,2.029e+12,7.09007683577609,4.74632246574398,1.19392246847243,4.58598736657132,2.57664533294226,2.11062338689072
2259,1200,"Manufacturing","Li Guoqing",53,"China","Hangzhou","Petro Fibre","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Healthcare","Li Li",59,"China","Shenzhen","Pharmaceuticals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Healthcare","Li Ruiqiang",43,"China","Beijing","Medical services","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Manufacturing","Zhen Li & family",59,"China","Hefei","Lithium batteries","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Manufacturing","Guangwei Liang",59,"China","Shenzhen","Conglomerate","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Energy","Liu Ming Hui",60,"Hong Kong","Hong Kong","Natural gas distribution","Energy","China","",TRUE,"M","","","",,,"",,,,,,,,,,7.09007683577609,,,,,
2259,1200,"Technology","Frederic Luddy",68,"United States","San Diego","Software","Technology","United States","ServiceNow",TRUE,"M","Founder and Chief Product Officer","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","Cargill MacMillan, III.",63,"United States","Boulder","Cargill","Food & Beverage","United States","",FALSE,"M","","Colorado","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","John MacMillan",73,"United States","Plymouth","Cargill","Food & Beverage","United States","",FALSE,"M","","Minnesota","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","Martha MacMillan",71,"United States","Orono","Cargill","Food & Beverage","United States","",FALSE,"F","","Minnesota","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","William MacMillan",68,"United States","Englewood","Cargill","Food & Beverage","United States","",FALSE,"M","","Colorado","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Diversified","Keshub Mahindra",99,"India","Mumbai","Diversified","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.09007683577609,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
2259,1200,"Manufacturing","Mao Zhongwu",60,"China","Changsha","Manufacturing","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Construction & Engineering","Jorge Mas",60,"United States","Miami","Construction","Construction & Engineering","United States","",FALSE,"M","","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Diversified","Lorinc Meszaros",57,"Hungary","Felcsút","Diversified","Diversified","Hungary","",TRUE,"M","","","",121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23,37.9,9769949,47.162494,19.503304,160967157504,7.09007683577609,4.80106586280916,1.82454929205105,4.61313835563727,2.05251022723491,2.35476035283334
2259,1200,"Technology","Jeffrey Michael & family",66,"United States","Minnetonka","Data management","Technology","United States","",TRUE,"M","","Minnesota","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Healthcare","Alan Miller & family",85,"United States","Lower Merion","Healthcare services","Healthcare","United States","",TRUE,"M","","Pennsylvania","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Automotive","Ulrich Mommert & family",82,"","","Lighting","Automotive","Austria","",TRUE,"M","","","",,,"",,,,,,,,,,7.09007683577609,,,,,
2259,1200,"Diversified","Neide Helena de Moraes",68,"Brazil","Sao Paulo","Diversified","Diversified","Brazil","",FALSE,"F","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.09007683577609,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
2259,1200,"Finance & Investments","Scott Nuttall",50,"United States","New York","Private equity","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Manufacturing","Kailashchandra Nuwal",65,"","","Industrial explosives","Manufacturing","India","",FALSE,"M","","","",,,"",,,,,,,,,,7.09007683577609,,,,,
2259,1200,"Food & Beverage","Axel Oberwelland & family",56,"Germany","Berlin","Candy","Food & Beverage","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.09007683577609,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
2259,1200,"Technology","Jonathan Oringer",48,"United States","Miami Beach","Stock photos","Technology","United States","",TRUE,"M","","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","Vitaly Orlov",58,"Russia","Murmansk","Fisheries","Food & Beverage","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,7.09007683577609,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
2259,1200,"Real Estate","Jose Isaac Peres & family",82,"Brazil","Rio de Janeiro","Shopping malls","Real Estate","Brazil","",TRUE,"M","","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.09007683577609,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
2259,1200,"Media & Entertainment","Markus Persson",43,"Sweden","Stockholm","Computer games","Media & Entertainment","Sweden","",TRUE,"M","","","",110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,7.09007683577609,4.70510601460069,1.54756250871601,4.84103250971008,2.5680421845777,2.67121618848989
2259,1200,"Technology","Mark Pincus",57,"United States","San Francisco","Online games","Technology","United States","Zynga Inc",TRUE,"M","Chairman","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Diversified","Murdaya Poo",82,"Indonesia","Jakarta","Diversified","Diversified","Indonesia","",FALSE,"M","","","",151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,7.09007683577609,5.01847117986403,1.77495235091167,4.66720557690754,1.77757635135295,1.47711958418769
2259,1200,"Healthcare","Forrest Preston",90,"United States","Cleveland","Health care","Healthcare","United States","",TRUE,"M","","Tennessee","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","Qian Ying",57,"China","Nanyang","Pig breeding","Food & Beverage","China","",TRUE,"F","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Manufacturing","Jimmy Rane",76,"United States","Abbeville","Lumber","Manufacturing","United States","",TRUE,"M","","Alabama","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Finance & Investments","Andrei Rappoport",59,"Switzerland","Lugano","Investments","Finance & Investments","Russia","",TRUE,"M","","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,7.09007683577609,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
2259,1200,"Food & Beverage","Hugo Ribeiro & family",,"Brazil","Rondonopolis","Agribusiness","Food & Beverage","Brazil","",FALSE,"M","Entrepreneur","","",167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,1839758040766,7.09007683577609,5.12038615805537,1.88706964903238,4.748404354074,2.04565711098374,1.29606183923249
2259,1200,"Finance & Investments","Bennett Rosenthal",59,"United States","Los Angeles","Finance","Finance & Investments","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Real Estate","Atul Ruia",52,"India","Mumbai","Real estate","Real Estate","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.09007683577609,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
2259,1200,"Finance & Investments","Thomas Sandell",62,"United Kingdom","London","Hedge funds","Finance & Investments","Sweden","Sandell Asset Management",TRUE,"M","Founder","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.09007683577609,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
2259,1200,"Food & Beverage","Francesco Saputo",,"Canada","Montreal","Cheese","Food & Beverage","Canada","",FALSE,"M","","","",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,7.09007683577609,4.76012054598591,1.56861591791385,4.61412992735956,2.51702317393374,2.56935306832805
2259,1200,"Construction & Engineering","Dhruv Sawhney",78,"United Arab Emirates","Dubai","Engineering, sugar","Construction & Engineering","India","",FALSE,"M","","","",114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,421142267938,7.09007683577609,4.74074948022991,0,4.68582808900555,2.19449768943712,1.86932217922956
2259,1200,"Finance & Investments","Gerald Schwartz",81,"Canada","Toronto","Finance","Finance & Investments","Canada","",TRUE,"M","","","",116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,1736425629520,7.09007683577609,4.76012054598591,1.56861591791385,4.61412992735956,2.51702317393374,2.56935306832805
2259,1200,"Fashion & Retail","Antonio Luiz Seabra",80,"United Kingdom","London","Cosmetics","Fashion & Retail","Brazil","",TRUE,"M","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.09007683577609,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
2259,1200,"Technology","Eric Ya Shen",52,"China","Guangzhou","Online apparel retail","Technology","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Technology","Sytse 'Sid' Sijbrandij",43,"United States","San Francisco","Software","Technology","Netherlands","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Automotive","Alexander Sixt",43,"Germany","Munich","Car rentals","Automotive","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.09007683577609,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
2259,1200,"Automotive","Konstantin Sixt",40,"Germany","Munich","Car rentals","Automotive","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,7.09007683577609,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
2259,1200,"Energy","Edwin Soeryadjaya",73,"Indonesia","Jakarta","Coal, investments","Energy","Indonesia","",FALSE,"M","","","",151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,7.09007683577609,5.01847117986403,1.77495235091167,4.66720557690754,1.77757635135295,1.47711958418769
2259,1200,"Healthcare","Abhay Soi",49,"India","Mumbai","Healthcare","Healthcare","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,7.09007683577609,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
2259,1200,"Technology","Mike Speiser",52,"United Kingdom","London","Software","Technology","United States","Sutter Hill Ventures",TRUE,"M","Managing Director","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,7.09007683577609,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
2259,1200,"Construction & Engineering","Marco Squinzi",51,"Italy","Milan","Chemical products","Construction & Engineering","Italy","",FALSE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,7.09007683577609,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
2259,1200,"Construction & Engineering","Veronica Squinzi",51,"Italy","Milan","Chemical products","Construction & Engineering","Italy","",FALSE,"F","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,7.09007683577609,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
2259,1200,"Finance & Investments","Michael Steinhardt",82,"United States","Mount Kisco","Hedge funds","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Technology","Ion Stoica",58,"United States","Berkeley","Data analytics","Technology","Romania","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Metals & Mining","Eddy Sugianto",77,"Indonesia","Jakarta","Coal","Metals & Mining","Indonesia","",TRUE,"M","","","",151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,1119190780753,7.09007683577609,5.01847117986403,1.77495235091167,4.66720557690754,1.77757635135295,1.47711958418769
2259,1200,"Manufacturing","Luc Tack",61,"Belgium","Deinze","Textile, chemicals","Manufacturing","Belgium","",TRUE,"M","","","",117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24,55.4,11484055,50.503887,4.469936,529606710418,7.09007683577609,4.76311366405405,1.45861502269952,4.64342889810518,2.49189503253124,2.43253758654828
2259,1200,"Food & Beverage","Tony Tan Caktiong",70,"Philippines","Manila","Food","Food & Beverage","Philippines","",TRUE,"M","","","",129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,376795508680,7.09007683577609,4.86452994143528,1.68639895357023,4.67749084756772,1.75395442421588,1.68713015737331
2259,1200,"Manufacturing","Xiuguo Tang",59,"China","Changsha","Manufacturing","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Real Estate","Sam Tarascio",78,"Australia","Melbourne","Real estate","Real Estate","Australia","",TRUE,"M","","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,7.09007683577609,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
2259,1200,"Finance & Investments","Lina Tombolato",75,"Italy","Tombolo","Financial services","Finance & Investments","Italy","",FALSE,"F","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,7.09007683577609,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
2259,1200,"Manufacturing","Ching Bor Tung",60,"China","Dongguan","Manufacturing","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Media & Entertainment","Joop van den Ende",81,"Netherlands","Baarn","TV shows","Media & Entertainment","Netherlands","",TRUE,"M","","","",115.91,2.6,"$909,070,395,161 ",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,909070395161,7.09007683577609,4.75281402790065,1.70474809223843,4.64631212931927,2.50861909770115,2.47137584696942
2259,1200,"Finance & Investments","Ruben Vardanyan & family",54,"Armenia","Erevan","Investment banking","Finance & Investments","Armenia","",TRUE,"M","","","",129.18,1.4,"$13,672,802,158 ",54.6,92.7,74.9,20.9,22.6,2957731,40.069099,45.038189,13672802158,7.09007683577609,4.86120678060433,1.45861502269952,4.52936847257181,1.99164954149977,2.19779287363355
2259,1200,"Fashion & Retail","Sandro Veronesi & family",63,"Italy","Milan","Fashion","Fashion & Retail","Italy","",TRUE,"M","","","",110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,2001244392042,7.09007683577609,4.70610090456653,1.25276296849537,4.62399194022868,2.60262809201719,2.23666691699077
2259,1200,"Real Estate","Thongma Vijitpongpun",65,"Thailand","Bangkok","Real estate","Real Estate","Thailand","",TRUE,"M","","","",113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,543649976166,7.09007683577609,4.72977434921262,1.28093384546206,4.60316818331742,2.12942681551352,1.73691509179589
2259,1200,"Finance & Investments","Thomas von Koch",57,"Hong Kong","Hong Kong","Asset management","Finance & Investments","Sweden","",TRUE,"M","","","",,,"",,,,,,,,,,7.09007683577609,,,,,
2259,1200,"Healthcare","Wang Fuji",,"China","Zhangzhou","Pharmaceuticals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Manufacturing","Wang Shih-Chung",61,"Taiwan","Taipei","Pneumatic equipments","Manufacturing","Taiwan","",TRUE,"M","","","",,,"",,,,,,,,,,7.09007683577609,,,,,
2259,1200,"Manufacturing","Wang Xiaoshen",54,"China","Urumchi","Lithium","Manufacturing","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,7.09007683577609,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
2259,1200,"Diversified","J. Wayne Weaver",87,"United States","Jacksonville","Shoes","Diversified","United States","",TRUE,"M","","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Food & Beverage","Drorit Wertheim",67,"Israel","Bnei Atarot","Coca Cola Israel","Food & Beverage","Israel","",FALSE,"F","","","",108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,395098666122,7.09007683577609,4.68351915239907,1.30833281965018,4.65300751540225,2.5939381899468,2.01315236281317
2259,1200,"Finance & Investments","Cameron Winklevoss",41,"United States","New York","Cryptocurrency","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
2259,1200,"Finance & Investments","Tyler Winklevoss",41,"United States","New York","Cryptocurrency","Finance & Investments","United States","",TRUE,"M","","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,7.09007683577609,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
